	pc1	pc2	group
sims_35_0_0.4.jpg	16.028196	-3.1905403	cluster 2
sims_4_0_0.136.jpg	8.138784	-5.0456324	cluster 2
sims_17_0_0.946.jpg	-13.724203	2.1056936	cluster 2
sims_16_0_0.989.jpg	-7.7260137	2.3087947	cluster 2
sims_12_0_-0.914.jpg	-14.349091	5.4912286	cluster 2
sims_10_0_-0.906.jpg	-12.983615	3.7576385	cluster 2
sims_30_0_0.831.jpg	-2.2601137	3.4106257	cluster 1
sims_2_0_0.082.jpg	11.846855	-10.481042	cluster 2
sims_20_0_0.941.jpg	-12.090827	-4.713606	cluster 2
sims_22_0_0.526.jpg	4.601338	9.170591	cluster 2
sims_6_0_0.198.jpg	4.892242	6.9429746	cluster 2
sims_33_0_0.45.jpg	19.297075	-5.5685015	cluster 2
sims_11_0_-0.89.jpg	-16.123133	1.1984694	cluster 2
sims_23_0_0.495.jpg	4.9641404	13.626108	cluster 2
sims_7_0_0.258.jpg	4.9678087	11.697337	cluster 2
sims_36_0_0.319.jpg	14.965204	-12.260655	cluster 2
sims_14_0_0.993.jpg	3.8437312	4.6431394	cluster 2
sims_18_0_0.95.jpg	-5.5370345	-7.5783296	cluster 2
sims_29_0_0.795.jpg	2.2701275	-4.1238613	cluster 2
sims_15_0_0.989.jpg	1.083942	-7.1011477	cluster 2
sims_26_0_0.916.jpg	-7.4414363	-12.016635	cluster 2
sims_27_0_0.908.jpg	-15.244625	0.2234084	cluster 2
sims_13_0_0.992.jpg	-2.4956574	-1.7536652	cluster 2
sims_5_0_0.22.jpg	12.185893	9.427793	cluster 2
sims_8_0_0.446.jpg	17.893097	6.8424344	cluster 2
sims_21_0_0.535.jpg	10.857127	11.322071	cluster 2
sims_31_0_0.809.jpg	-3.433124	7.3657737	cluster 1
sims_24_0_0.57.jpg	1.7942332	8.493562	cluster 2
sims_19_0_0.937.jpg	-15.276337	-8.124028	cluster 2
sims_1_0_0.085.jpg	9.841659	-5.3432503	cluster 2
sims_32_0_0.797.jpg	-6.865274	1.8174729	cluster 2
sims_3_0_0.066.jpg	5.0134854	-9.213949	cluster 2
sims_28_0_0.911.jpg	-9.998522	-4.233047	cluster 2
sims_9_0_-0.917.jpg	-10.961752	-3.1440988	cluster 2
sims_25_0_0.907.jpg	-13.613861	1.0294406	cluster 2
sims_34_0_0.43.jpg	15.639687	-6.9825754	cluster 2
