	pc1	pc2	group
sims_20_0_0.954.jpg	-12.417598	-2.1235228	cluster 2
sims_6_0_0.406.jpg	13.31486	-6.3618164	cluster 2
sims_24_0_0.716.jpg	8.351031	-12.6312475	cluster 2
sims_23_0_0.843.jpg	17.698553	-8.566366	cluster 2
sims_18_0_0.953.jpg	-13.380685	-5.82485	cluster 2
sims_32_0_0.799.jpg	-5.711982	-8.742068	cluster 2
sims_34_0_0.387.jpg	5.339739	19.483028	cluster 1
sims_3_0_0.108.jpg	-7.4810677	11.448759	cluster 2
sims_27_0_0.92.jpg	-18.569267	-5.9703493	cluster 2
sims_21_0_0.772.jpg	21.607985	-4.7807965	cluster 2
sims_9_0_-0.903.jpg	-1.3653471	-9.460547	cluster 2
sims_8_0_0.463.jpg	19.278772	-5.465005	cluster 2
sims_19_0_0.964.jpg	-15.930398	7.123118	cluster 2
sims_17_0_0.954.jpg	-14.504597	-5.912411	cluster 2
sims_7_0_0.712.jpg	18.498312	-3.1867	cluster 2
sims_33_0_0.368.jpg	6.2193522	18.183372	cluster 1
sims_26_0_0.922.jpg	-21.24563	-2.9257102	cluster 2
sims_14_0_0.998.jpg	8.359673	1.2545388	cluster 2
sims_15_0_0.998.jpg	5.5376105	3.0657609	cluster 2
sims_30_0_0.805.jpg	-3.6487997	-11.4176035	cluster 2
sims_2_0_0.077.jpg	-7.9618645	11.845056	cluster 2
sims_22_0_0.724.jpg	16.665121	-7.624477	cluster 2
sims_12_0_-0.906.jpg	-4.9297967	-4.176708	cluster 2
sims_28_0_0.918.jpg	-14.783376	-8.252164	cluster 2
sims_25_0_0.921.jpg	-21.124382	-1.688762	cluster 2
sims_16_0_0.999.jpg	6.4322014	5.5833616	cluster 2
sims_35_0_0.38.jpg	9.695653	16.584026	cluster 1
sims_36_0_0.358.jpg	9.224367	16.35885	cluster 1
sims_10_0_-0.917.jpg	2.587188	-6.274866	cluster 2
sims_5_0_0.563.jpg	17.665598	-1.8863986	cluster 2
sims_13_0_0.999.jpg	1.2158109	4.0120277	cluster 2
sims_29_0_0.806.jpg	-0.8289217	-9.756074	cluster 2
sims_4_0_0.068.jpg	-7.259498	12.734843	cluster 2
sims_1_0_0.071.jpg	-8.218834	14.187264	cluster 2
sims_11_0_-0.905.jpg	-5.0421057	-4.815985	cluster 2
sims_31_0_0.814.jpg	-3.287685	-4.019578	cluster 2
