	pc1	pc2	group
sims_32_0_0.798.jpg	-4.8775973	8.240848	cluster 1
sims_19_0_0.949.jpg	-12.770052	-8.689142	cluster 2
sims_27_0_0.898.jpg	-15.473713	0.29924715	cluster 2
sims_23_0_0.194.jpg	5.688434	11.3063755	cluster 2
sims_17_0_0.951.jpg	-14.95156	2.1129208	cluster 2
sims_6_0_0.325.jpg	6.0504537	9.167557	cluster 2
sims_33_0_0.299.jpg	14.471188	-4.0994678	cluster 2
sims_34_0_0.314.jpg	6.823666	-5.8718762	cluster 2
sims_28_0_0.897.jpg	-8.906185	5.8751526	cluster 2
sims_11_0_-0.9.jpg	-10.974745	-6.995149	cluster 2
sims_3_0_0.162.jpg	5.543989	-6.319996	cluster 2
sims_22_0_0.475.jpg	-1.7831974	11.696272	cluster 2
sims_2_0_0.089.jpg	6.4793215	-10.16069	cluster 2
sims_14_0_0.985.jpg	0.8792952	-2.312508	cluster 2
sims_30_0_0.801.jpg	-4.1851916	7.231475	cluster 2
sims_7_0_-0.127.jpg	15.391393	5.402637	cluster 2
sims_36_0_0.397.jpg	16.148567	-10.001286	cluster 2
sims_25_0_0.918.jpg	-12.87693	-3.2641356	cluster 2
sims_8_0_0.202.jpg	12.507408	7.656073	cluster 2
sims_15_0_0.99.jpg	-0.43154442	4.9249787	cluster 2
sims_4_0_0.069.jpg	12.721338	-5.1830387	cluster 2
sims_24_0_0.563.jpg	9.481593	7.7422395	cluster 2
sims_13_0_0.99.jpg	-0.8509816	2.4012287	cluster 2
sims_29_0_0.802.jpg	-6.0862203	-0.30960914	cluster 2
sims_16_0_0.992.jpg	1.3889997	-4.3879986	cluster 2
sims_20_0_0.944.jpg	-13.296061	-5.039847	cluster 2
sims_1_0_0.183.jpg	6.96329	-9.197294	cluster 2
sims_35_0_0.344.jpg	15.25171	-8.107895	cluster 2
sims_26_0_0.908.jpg	-13.795075	-1.1431032	cluster 2
sims_9_0_-0.891.jpg	-14.111375	5.316747	cluster 2
sims_21_0_0.868.jpg	16.49339	5.1777678	cluster 2
sims_5_0_0.364.jpg	10.222375	6.351971	cluster 2
sims_12_0_-0.92.jpg	-2.7692094	-7.0005774	cluster 2
sims_10_0_-0.907.jpg	-4.960823	-9.841239	cluster 2
sims_18_0_0.928.jpg	-13.807482	-2.0510955	cluster 2
sims_31_0_0.814.jpg	-5.598486	9.07246	cluster 1
