	pc1	pc2	group
sims_20_0_0.957.jpg	22.492777	-3.3457005	cluster 2
sims_28_0_0.928.jpg	16.399364	0.022588568	cluster 2
sims_17_0_0.957.jpg	17.002405	-2.5558355	cluster 2
sims_2_0_0.095.jpg	15.947399	0.40479067	cluster 2
sims_9_0_-0.908.jpg	3.6758857	13.739745	cluster 2
sims_31_0_0.807.jpg	3.6486564	-6.470471	cluster 1
sims_24_0_0.847.jpg	-18.37834	-7.5982375	cluster 2
sims_5_0_0.418.jpg	-13.924349	-6.788142	cluster 2
sims_6_0_0.588.jpg	-13.127719	-7.258139	cluster 2
sims_7_0_0.403.jpg	-14.271106	-7.52724	cluster 2
sims_23_0_0.933.jpg	-20.65154	-8.403318	cluster 2
sims_32_0_0.813.jpg	7.241617	-5.529137	cluster 2
sims_30_0_0.806.jpg	2.7454162	-6.8355317	cluster 2
sims_27_0_0.922.jpg	20.124249	-6.326886	cluster 2
sims_18_0_0.958.jpg	18.435244	0.6726138	cluster 2
sims_4_0_0.087.jpg	12.334227	1.567547	cluster 2
sims_19_0_0.954.jpg	19.808413	0.0432079	cluster 2
sims_15_0_1.0.jpg	-11.97601	0.29861557	cluster 2
sims_33_0_0.374.jpg	-11.093956	16.228655	cluster 2
sims_36_0_0.374.jpg	-9.278964	19.375753	cluster 2
sims_25_0_0.918.jpg	16.927677	-7.2956123	cluster 2
sims_13_0_1.0.jpg	-12.254458	-3.594926	cluster 2
sims_26_0_0.921.jpg	17.69459	-4.7396455	cluster 2
sims_14_0_1.0.jpg	-14.553716	-2.8290436	cluster 2
sims_3_0_0.076.jpg	13.254756	1.2045738	cluster 2
sims_29_0_0.809.jpg	2.2246487	-7.229784	cluster 1
sims_12_0_-0.915.jpg	2.435623	10.748647	cluster 2
sims_22_0_0.883.jpg	-19.964615	-6.377275	cluster 2
sims_1_0_0.107.jpg	14.584372	0.8594111	cluster 2
sims_8_0_0.64.jpg	-14.06152	-7.12052	cluster 2
sims_35_0_0.365.jpg	-12.131218	15.14103	cluster 2
sims_10_0_-0.909.jpg	2.059754	12.730533	cluster 2
sims_34_0_0.362.jpg	-9.635909	18.145956	cluster 2
sims_16_0_1.0.jpg	-13.270789	-2.6999133	cluster 2
sims_21_0_0.885.jpg	-21.470285	-6.4401054	cluster 2
sims_11_0_-0.917.jpg	1.0074159	5.781811	cluster 2
