	pc1	pc2	group
sims_25_0_0.917.jpg	-10.695817	4.2571073	cluster 2
sims_36_0_0.336.jpg	15.413916	1.3550409	cluster 1
sims_19_0_0.949.jpg	-15.607216	-0.19075036	cluster 2
sims_6_0_0.57.jpg	7.1223454	-12.4229965	cluster 2
sims_30_0_0.783.jpg	-8.464806	-8.361002	cluster 2
sims_16_0_0.993.jpg	-2.1376054	-1.3205813	cluster 2
sims_3_0_0.091.jpg	7.382109	16.438572	cluster 2
sims_7_0_0.33.jpg	14.58129	-11.338466	cluster 2
sims_1_0_0.118.jpg	11.300674	6.38743	cluster 2
sims_35_0_0.349.jpg	21.164406	1.2836775	cluster 1
sims_26_0_0.906.jpg	-9.583081	1.8003944	cluster 2
sims_4_0_0.13.jpg	11.9900675	13.26349	cluster 2
sims_32_0_0.818.jpg	0.6089998	-0.25395656	cluster 2
sims_24_0_0.725.jpg	2.207434	-14.238557	cluster 2
sims_15_0_0.994.jpg	3.410589	1.6593345	cluster 2
sims_34_0_0.309.jpg	21.931791	3.7027218	cluster 1
sims_2_0_0.135.jpg	5.5909224	18.661325	cluster 2
sims_8_0_0.294.jpg	3.1991837	-6.5777073	cluster 2
sims_22_0_0.779.jpg	8.928202	-12.02268	cluster 2
sims_13_0_0.993.jpg	-3.044576	-9.613862	cluster 2
sims_12_0_-0.903.jpg	-13.16487	-2.472456	cluster 2
sims_23_0_0.721.jpg	4.0257707	-15.018278	cluster 2
sims_9_0_-0.901.jpg	-3.0685136	6.1608095	cluster 2
sims_21_0_0.572.jpg	3.8160644	-14.410359	cluster 2
sims_20_0_0.942.jpg	-17.72618	-2.0858388	cluster 2
sims_17_0_0.95.jpg	-17.46476	0.02777985	cluster 2
sims_31_0_0.813.jpg	-3.6678948	15.549203	cluster 2
sims_33_0_0.347.jpg	21.454203	3.950026	cluster 1
sims_18_0_0.957.jpg	-11.134066	7.144692	cluster 2
sims_11_0_-0.926.jpg	-12.491453	3.1621675	cluster 2
sims_27_0_0.897.jpg	-15.848948	3.0796146	cluster 2
sims_28_0_0.926.jpg	-13.792893	2.577376	cluster 2
sims_14_0_0.992.jpg	2.5983477	10.089694	cluster 2
sims_29_0_0.792.jpg	-8.133041	-4.2763224	cluster 2
sims_10_0_-0.909.jpg	-4.885476	1.7853813	cluster 2
sims_5_0_0.244.jpg	4.184877	-7.7320237	cluster 2
