	pc1	pc2	group
sims_25_0_0.917.jpg	16.381985	8.5029745	cluster 1
sims_24_0_0.549.jpg	-9.218144	-8.018533	cluster 1
sims_11_0_-0.912.jpg	7.5440044	-6.8572173	cluster 1
sims_21_0_0.794.jpg	-12.532752	-4.412872	cluster 1
sims_36_0_0.365.jpg	-12.945978	10.438548	cluster 2
sims_13_0_0.995.jpg	4.965307	-7.5532365	cluster 1
sims_34_0_0.396.jpg	-15.234975	6.1523867	cluster 2
sims_16_0_0.997.jpg	-4.3860993	-5.8509483	cluster 1
sims_6_0_0.39.jpg	-15.289197	-9.550906	cluster 1
sims_28_0_0.91.jpg	20.516804	7.310668	cluster 1
sims_9_0_-0.906.jpg	10.972232	0.7989752	cluster 1
sims_7_0_0.334.jpg	-13.996275	-8.148859	cluster 1
sims_30_0_0.82.jpg	-1.0679897	-2.9641707	cluster 1
sims_8_0_0.394.jpg	-13.024178	-9.469102	cluster 1
sims_14_0_0.996.jpg	1.1059248	-6.200249	cluster 1
sims_4_0_0.073.jpg	-6.8265085	16.797695	cluster 2
sims_10_0_-0.921.jpg	11.498624	-7.7087874	cluster 1
sims_12_0_-0.903.jpg	1.4130234	4.895463	cluster 1
sims_17_0_0.952.jpg	19.01099	0.33145157	cluster 1
sims_20_0_0.959.jpg	15.773752	3.7882113	cluster 1
sims_3_0_0.099.jpg	-3.3436708	15.106316	cluster 2
sims_26_0_0.921.jpg	16.16094	-4.596317	cluster 1
sims_31_0_0.799.jpg	-3.1163027	-2.555523	cluster 1
sims_35_0_0.33.jpg	-12.1185665	3.4990215	cluster 2
sims_2_0_0.055.jpg	-3.1483123	18.253237	cluster 2
sims_19_0_0.947.jpg	13.370417	0.7235122	cluster 1
sims_27_0_0.921.jpg	13.163015	-0.72428656	cluster 1
sims_33_0_0.354.jpg	-13.58592	12.606829	cluster 2
sims_15_0_0.997.jpg	-1.6982633	-5.231148	cluster 1
sims_5_0_0.591.jpg	-14.666679	-7.3617187	cluster 1
sims_23_0_0.783.jpg	-14.171184	-5.5484505	cluster 1
sims_32_0_0.81.jpg	6.6413937	-7.438642	cluster 1
sims_1_0_0.098.jpg	-5.6795807	17.035984	cluster 2
sims_18_0_0.951.jpg	16.157095	-6.694534	cluster 1
sims_22_0_0.609.jpg	-4.3550005	-11.509124	cluster 1
sims_29_0_0.818.jpg	5.7300835	2.153353	cluster 1
